Date Time,T (degC)
2009-01-31,9.138204979733642
2009-02-28,9.860335648148148
2009-03-31,9.273871527777779
2009-04-30,8.798541666666667
2009-05-31,7.89863425925926
2009-06-30,8.230734953703703
2009-07-31,8.881099537037038
2009-08-31,9.381465816917729
2009-09-30,8.338292824074074
2009-10-31,8.563709490740742
2009-11-30,8.050538194444444
2009-12-31,7.602453703703704
2010-01-31,8.409144842330305
2010-02-28,6.911307113938693
2010-03-31,8.03085648148148
2010-04-30,7.4137557870370365
2010-05-31,7.329641203703704
2010-06-30,6.9738541666666665
2010-07-31,6.415659722222222
2010-08-31,6.81978587962963
2010-09-30,7.648923611111111
2010-10-31,7.752129629629629
2010-11-30,7.310260416666666
2010-12-31,7.648969907407407
2011-01-31,7.915752314814815
2011-02-28,8.93171875
2011-03-31,9.483246527777778
2011-04-30,9.893136574074074
2011-05-31,9.709936342592593
2011-06-30,11.106620370370372
2011-07-31,10.583842592592593
2011-08-31,9.767320601851852
2011-09-30,9.576626157407407
2011-10-31,9.643379629629628
2011-11-30,10.76595486111111
2011-12-31,9.579560185185185
2012-01-31,9.225104166666666
2012-02-29,9.528582175925926
2012-03-31,9.179600694444444
2012-04-30,9.66980324074074
2012-05-31,7.648900462962962
2012-06-30,6.860231481481481
2012-07-31,7.172008101851851
2012-08-31,8.18622685185185
2012-09-30,8.591921296296297
2012-10-31,10.042256944444444
2012-11-30,9.36166087962963
2012-12-31,7.361423611111111
2013-01-31,8.993958333333333
2013-02-28,9.208605324074073
2013-03-31,9.115115740740741
2013-04-30,9.895231481481481
2013-05-31,10.652505787037036
2013-06-30,10.516226851851853
2013-07-31,11.211730324074074
2013-08-31,11.055844907407407
2013-09-30,10.164687500000001
2013-10-31,9.028443287037037
2013-11-30,7.196018518518518
2013-12-31,6.811180555555556
2014-01-31,10.446006944444445
2014-02-28,10.319392361111111
2014-03-31,10.395949074074075
2014-04-30,10.74431712962963
2014-05-31,10.528148148148148
2014-06-30,12.069351851851852
2014-07-31,12.69814814814815
2014-08-31,12.81626736111111
2014-09-30,11.810827546296297
2014-10-31,11.355052083333332
2014-11-30,10.82634837962963
2014-12-31,10.583460648148149
2015-01-31,9.854953703703703
2015-02-28,10.369942129629628
2015-03-31,10.561336805555557
2015-04-30,10.968460648148149
2015-05-31,11.64810763888889
2015-06-30,11.5703125
2015-07-31,12.045671296296295
2015-08-31,11.573460648148147
2015-09-30,11.377158564814815
2015-10-31,11.320908564814815
2015-11-30,10.89431712962963
2015-12-31,11.219364801864803
2016-01-31,10.52142361111111
2016-02-29,10.309282407407407
2016-03-31,9.148790509259259
2016-04-30,9.114340277777778
2016-05-31,9.71472800925926
2016-06-30,9.410127314814815
2016-07-31,9.602314814814815
2016-08-31,10.95898148148148
2016-09-30,10.108611111111111
2016-10-31,10.183003472222222
2016-11-30,10.36925925925926
2016-12-31,9.954143518518517
2017-01-31,-4.82
